"FECHA","TRANSACCIÓN","CUENTA","DESCRIPCIÓN","VALOR"
"12/03/2025 18:13:51","Egreso","IGIC","Igic factura La Calzada","€250.56"
"12/03/2025 19:09:14","Egreso","Gastos oficina","Ordenador kit digital Ecomputer","€639.00"
"17/03/2025 19:10:39","Egreso","Formacion","Desarrollo personal","€194.29"
"19/03/2025 19:11:20","Egreso","IGIC","Factura 5 ancor","€195.01"
"19/03/2025 19:11:54","Egreso","Salario","Nómina grima","€700.00"
"20/03/2025 12:29:29","Egreso","Asesoría contable","Kaizen asesores","€80.00"
"25/03/2025 11:24:51","Egreso","Asesoría empresarial","Adrian ASesoria y gestión web","€250.44"
"30/03/2025 11:39:24","Egreso","Seguridad social","Cuota seguridad social","€301.63"
"01/04/2025 15:00:19","Egreso","Gastos oficina","Letra ordenador","€135.15"
"02/04/2025 15:56:20","Egreso","Gasolina","Petroprix sebadal","€31.25"
"03/04/2025 15:56:55","Egreso","Gastos oficina","trastero","€94.50"
"04/04/2025 15:57:39","Egreso","Gastos de Grima","salario","€450.00"
"07/04/2025 15:58:44","Egreso","Suministros","Compra de lamparas de AMado","€615.96"
"15/04/2025 10:14:11","Egreso","Gasolina","Petroprix sebadal","€28.58"
"18/04/2025 10:14:41","Egreso","Formacion","Ultimo pago Hotmart","€194.29"
"22/04/2025 10:15:13","Egreso","Asesoría contable","Kaizen asesores","€80.00"
"23/04/2025 10:18:18","Egreso","Gastos de Grima","Pago querella por inversiones","€450.00"
"24/04/2025 10:19:19","Egreso","Gastos de Grima","Pago contestación requerimiento","€75.00"
"24/04/2025 10:22:45","Egreso","Gastos oficina","Siteground hosting","€359.39"
"24/04/2025 10:23:22","Egreso","Gastos oficina","Siteground dominio","€25.04"
"24/04/2025 10:24:13","Egreso","Formacion","Curso Módulos dinámicos Hotmart","€91.09"
"02/04/2025 10:25:40","Egreso","Teléfono/internet","Sea mobile","€61.53"
"29/04/2025 12:33:08","Egreso","IGIC","Igic ordenador Kit digital","€114.73"
"30/04/2025 14:50:27","Egreso","Gastos oficina","Letra ordenador","€135.15"
"30/04/2025 14:51:31","Egreso","Seguridad social","Cuota Seguridad Social","€301.63"
"01/05/2025 14:52:49","Egreso","Almacenamiento nube","iCloud","€9.99"
"05/05/2025 14:54:02","Egreso","Teléfono/internet","Telfono Sea Mobile","€61.53"
"05/05/2025 14:54:40","Egreso","Gastos oficina","Trastero","€94.50"
"05/05/2025 14:55:39","Egreso","Asesoría contable","Renta 2024","€90.00"
"05/05/2025 14:59:48","Egreso","IGIC","Igic factura Viajes Insular","€70.60"
"08/05/2025 18:59:56","Egreso","Asesoría contable","renta","€90.00"
"13/05/2025 19:00:29","Egreso","Gastos de Grima","Ahorro","€41.00"
"13/05/2025 19:02:45","Egreso","IGIC","parte proporcional igic vinilos","€60.56"
"13/05/2025 19:06:10","Egreso","Impuestos","Tesoreria regularización","€685.58"
"22/05/2025 19:08:24","Egreso","Asesoría contable","Kaizen. asesoria","€80.00"
"22/05/2025 16:06:11","Egreso","IGIC","Sofa Dunia","€79.73"
"26/05/2025 16:08:17","Egreso","Gastos de Grima","Ahorro","€170.00"
"27/05/2025 16:10:33","Egreso","Suministros","Pintura para EVa","€28.80"
"29/05/2025 17:23:42","Egreso","Salario","salario grima","€600.00"
"28/05/2025 17:26:15","Egreso","Salario","salario grima","€900.00"
"29/05/2025 17:26:48","Egreso","IGIC","Igic factura Dudda","€92.95"
"29/05/2025 17:29:02","Egreso","Gastos de Grima","Ahorro 3","€120.00"
"30/05/2025 17:32:20","Egreso","Gastos de Grima","ahorro","€14.00"
"30/05/2025 17:32:49","Egreso","Gastos oficina","Letra del ordenador","€135.15"
"31/05/2025 17:33:41","Egreso","Asesoría empresarial","Adrián","€239.23"
"02/06/2025 17:34:33","Egreso","personal operativo/administrativo","Vero trabajo de Viajes Insular","€91.96"
"03/06/2025 17:35:00","Egreso","Suministros","Pago a fábrica sofá Dunia","€649.44"
"03/06/2025 17:35:37","Egreso","Suministros","Pago a ELektra Luminarias AMAdo","€331.17"
"04/06/2025 17:36:08","Egreso","Gastos oficina","Trastero","€94.50"
"04/06/2025 17:37:34","Egreso","personal operativo/administrativo","Acaymo estudio Feng Shui tienda","€80.00"
"30/05/2025 17:38:39","Egreso","Seguridad social","Cuota Seguridad Social","€301.63"
"30/05/2025 17:39:20","Egreso","Gasolina","Petroprix el sebadal","€29.06"
"09/06/2025 17:15:03","Egreso","IGIC","FActura 12 igic","€84.52"
"09/06/2025 17:15:29","Egreso","Salario","ahorro Diezmo","€120.00"
"12/06/2025 17:16:30","Egreso","Gasolina","Petroprix sebadal","€35.90"
"22/06/2025 17:17:44","Egreso","Asesoría contable","Kaizen","€80.00"
"23/06/2025 17:18:07","Egreso","Salario","Ahorro diezmo","€105.00"
"25/06/2025 17:18:37","Egreso","Gastos oficina","Software Sketchup renovación","€337.00"
"30/06/2025 8:56:27","Egreso","Seguridad social","Cuota junio","€301.63"
"30/06/2025 8:57:19","Egreso","Gasolina","Petroprix sebadal","€27.19"
"01/07/2025 8:58:16","Egreso","Gastos de Grima","ahorro diezmo","€200.00"
"01/07/2025 8:59:44","Egreso","IGIC","Igic de distintas facturas","€296.03"
"01/07/2025 17:22:40","Egreso","Teléfono/internet","Teléfono","€61.53"
"01/07/2025 17:23:58","Egreso","Gastos oficina","Zapatos de obra","€62.00"
"01/07/2025 17:25:29","Egreso","IGIC","Igic Ancor 3","€117.60"
"01/07/2025 17:26:04","Egreso","IGIC","IGIC Ancor 2","€100.94"
"01/07/2025 17:26:26","Egreso","IGIC","Igic Baño Mónica","€24.85"
"01/07/2025 17:26:52","Egreso","IGIC","Igic Persiten Ancor","€31.61"
"01/07/2025 17:27:14","Egreso","IGIC","Ancor Aire Acond","€11.21"
"01/07/2025 17:27:35","Egreso","IGIC","Igic Vinilo Dani Dunia","€9.82"
"01/07/2025 17:28:05","Egreso","Salario","Ahorro Ancor y dunia ro","€200.00"
"07/07/2025 19:57:33","Egreso","Gastos de Grima","AHORRO PARTE DE LUCAS MOLINA","€41.00"
"09/07/2025 19:58:38","Egreso","Gastos oficina","FIANZA Y CUOTA TRASTERO NUEVO","€202.37"
"09/07/2025 19:59:02","Egreso","Gasolina","PETROPRIX SEBADAL","€29.30"
"14/07/2025 20:09:02","Egreso","Gastos de Grima","AHORRO PERSITEN","€23.50"
"15/07/2025 20:10:40","Egreso","Salario","SALARIO GRIMA","€800.00"
"18/07/2025 20:11:06","Egreso","Gastos de Grima","AHORRO FACTURA PARTE 2 TIENDA","€143.00"
"18/07/2025 20:12:06","Egreso","IGIC","IGIC FACTURA 19","€238.38"
"21/07/2025 20:14:46","Egreso","Gastos de Grima","AHORRO","€344.00"
"22/07/2025 20:15:22","Egreso","Asesoría contable","KAIZEN ASESORES","€80.00"
"22/07/2025 20:15:45","Egreso","Gasolina","PETROPRIX SEBADAL","€26.68"
"28/07/2025 20:17:19","Egreso","Pago a provedores","ADUANAS MENCEY POR SOFÁ DUNIA","€165.33"
"29/07/2025 20:17:54","Egreso","Suministros","SIFON LAVAMANOS ANCOR","€4.98"
"29/07/2025 20:18:16","Egreso","Gasolina","PETROPRIX SEBADAL","€36.20"
"31/07/2025 20:18:39","Egreso","Asesoría empresarial","ASESORIA ADRIAN","€231.44"
"31/07/2025 20:20:03","Egreso","Seguridad social","CUOTA SEGURIDAD SOCIAL","€301.63"
"05/08/2025 11:37:19","Egreso","Gastos de Grima","Ahorro factura Mónica","€38.00"
"05/08/2025 11:38:37","Egreso","Pago a provedores","Vicente puerta tienda mantenimiento","€100.00"
"05/08/2025 12:11:20","Egreso","Suministros","Compra de focos para tienda Elektra","€729.93"
"07/08/2025 14:58:17","Egreso","Gasolina","Petroprix sebadal","€30.02"
"07/08/2025 14:58:44","Egreso","Gastos oficina","Trastero","€95.27"
"14/08/2025 14:59:30","Egreso","Salario","SAlario agosto","€800.00"
"14/08/2025 14:59:58","Egreso","Gastos de Grima","Ahorro factura corsua","€21.60"
"18/08/2025 15:00:44","Egreso","Pago a provedores","Plato de Ducha Dolva Marmotec","€247.20"
"18/08/2025 15:01:36","Egreso","IGIC","Por el total del presupuesto de Alejandro","€106.23"
"18/08/2025 15:02:07","Egreso","IGIC","Igic factura final Mónica","€24.85"
"18/08/2025 15:02:33","Egreso","IGIC","Igic por facturas de Corsua y Lucas molina vierteaguas","€18.15"
"20/08/2025 13:36:33","Egreso","Pago a provedores","Mampara Alejandro","€508.25"
"21/08/2025 14:45:53","Egreso","Formacion","Foramción interiorismo Estratégico Los Cotado","€97.00"
"25/08/2025 14:46:36","Egreso","Gasolina","Pretroprix Sebadal","€32.12"
"27/08/2025 14:48:40","Egreso","IGIC","Igic los ventiladores de la tienda","€58.63"
"27/08/2025 14:49:43","Egreso","Asesoría empresarial","Adrián asesoria","€233.86"
"29/08/2025 22:23:37","Egreso","Seguridad social","Cuota seguridad social","€301.63"
"04/09/2025 22:24:38","Egreso","Suministros","compra tornillos Obramat","€13.50"
"05/09/2025 22:25:19","Egreso","Salario","salario septiembre","€650.00"
"06/09/2025 22:25:58","Egreso","Pago a provedores","Eduard por plato de ducha","€431.21"
"08/09/2025 14:01:37","Egreso","Gastos de Grima","ahorro","€100.00"
"08/09/2025 14:02:35","Egreso","Gastos oficina","Trastero","€95.27"
"09/09/2025 14:03:30","Egreso","Gasolina","Petroprix sebadal","€27.09"
"10/09/2025 14:04:06","Egreso","Pago a provedores","Elektra topes led","€16.05"
"11/09/2025 14:04:51","Egreso","Alimentos","Almuerzo trabajo tienda","€31.50"
"12/09/2025 14:05:42","Egreso","Suministros","Obramat balda extra","€14.15"
"13/09/2025 14:06:14","Egreso","Gastos oficina","Aspiradora obra","€64.99"
"18/09/2025 14:07:10","Egreso","Pago a provedores","Instalación mampara Alejandro","€85.60"
"1/1/2025 21:03:53","Ingreso","Comisiones","Comisión Idobra por trabajo Viajes Insular","€414.83"
"15/01/2025 13:32:19","Ingreso","Factura Proyecto","Dicerma instalación","€1,540.80"
"23/01/2025 13:33:05","Ingreso","Comisiones","Carlos por trabajo de Dicerma","€528.17"
"06/02/2025 13:32:00","Ingreso","Factura Proyecto","Mitad de proyecto de Ancor Santa Brígida","€1,395.00"
"08/02/2025 13:34:37","Ingreso","Comisiones","Dielca lámparas Viajes Insular","€420.98"
"18/02/2025 19:46:49","Ingreso","Factura Asesoría","1 parte de Asesoria Viajes Insular Vecindario nuevo punto de venta","€463.92"
"21/02/2025 19:47:43","Ingreso","Venta de decorativos","Amado lámparas de exterior","€183.00"
"12/03/2025 14:48:24","Ingreso","Factura Proyecto","Parte 2 del proyecto La Calzada","€1,293.05"
"12/03/2025 14:49:02","Ingreso","Venta de decorativos","Material de obra para la instalación de Dicerma","€137.50"
"19/03/2025 19:02:06","Ingreso","Factura Proyecto","Parte 2 proyecto Ancor","€1,585.86"
"02/04/2025 15:51:20","Ingreso","Factura Proyecto","parte 1 Factura Mónica 07-25","€379.85"
"05/04/2025 15:58:09","Ingreso","Venta de decorativos","Amado luminarias terraza","€829.76"
"09/04/2025 15:59:25","Ingreso","Factura Proyecto","Parte 1 Fase gestión Ancor","€640.00"
"29/04/2025 12:34:46","Ingreso","Factura Proyecto","Parte 2 de Viajes Insular","€463.91"
"07/05/2025 18:59:25","Ingreso","Comisiones","Persiten de viajes insular","€415.38"
"13/05/2025 19:01:55","Ingreso","Factura Diseño","Parte de la colaboración con Vero, diseño vinilos","€484.00"
"22/05/2025 19:09:19","Ingreso","Venta mobiliario","Sofa de Dunia","€1,218.73"
"22/05/2025 19:10:46","Ingreso","Comisiones","TApiceria molina por viajes insular y arehucas","€60.00"
"22/05/2025 16:03:48","Ingreso","Venta mobiliario","Sofá Dunia","€1,218.73"
"26/05/2025 16:07:04","Ingreso","Factura Diseño","Parte 1 Proyecto la Esterlicia","€1,702.70"
"27/05/2025 16:11:06","Ingreso","Venta de decorativos","Pintura para Eva","€44.92"
"28/05/2025 17:22:48","Ingreso","Comisiones","Comisión Dudda tienda, ancor y terrazas","€1,212.41"
"29/05/2025 17:29:45","Ingreso","Comisiones","Comisión Ancor Aire acondicionado Guacimara","€147.35"
"03/06/2025 17:31:00","Ingreso","Venta de decorativos","Luminarias Amado","€449.80"
"06/06/2025 17:31:33","Ingreso","Factura Proyecto","Factura Ancor Gestión y mobiliario a medida","€1,207.46"
"13/06/2025 17:16:57","Ingreso","Factura Proyecto","Finalización proyecto Ancor","€1,055.52"
"20/06/2025 17:20:00","Ingreso","Comisiones","Daniel revestimiento Cocina Dunia","€129.12"
"26/06/2025 8:54:46","Ingreso","Factura Asesoría","Asesoramiento Dunia Ro","€192.60"
"30/06/2025 8:55:30","Ingreso","Factura Proyecto","Parte 1 de la Fase 3 Ancor","€1,797.60"
"04/07/2025 19:55:04","Ingreso","Comisiones","FERRETERIA LUCAS MOLINA ANCOR Y MONICA","€409.13"
"11/07/2025 19:55:36","Ingreso","Comisiones","PERSITEN ANCOR","€234.87"
"17/07/2025 19:56:04","Ingreso","Factura Proyecto","PARTE 2 PROYECTO TIENDA","€1,430.24"
"18/07/2025 20:20:48","Ingreso","Comisiones","PUERTA DE LESLEY. VICENTE","€500.00"
"25/07/2025 20:21:12","Ingreso","Comisiones","DUDDA POR TIENDA Y ANCOR","€1,150.00"
"05/08/2025 11:36:16","Ingreso","Factura Proyecto","Factura final baño Utiaca","€379.85"
"05/08/2025 11:39:09","Ingreso","Comisiones","Comision Vicente por mantenimiento puerta tienda","€50.00"
"05/08/2025 12:11:55","Ingreso","Venta de decorativos","Luminarias focos para tienda y ventiladores","€1,701.38"
"14/08/2025 14:56:39","Ingreso","Comisiones","Corsua césped Firgas Jose","€216.80"
"14/08/2025 14:57:06","Ingreso","Factura Proyecto","70% factura Alejandro plato de ducha","€1,136.69"
"20/08/2025 14:43:20","Ingreso","Comisiones","Duda por parte proporcional de Ancor","€500.00"
"27/08/2025 14:47:06","Ingreso","Venta de decorativos","Perfil y tiras led tienda","€1,378.68"
"27/08/2025 14:48:01","Ingreso","Comisiones","Comisión lucas molina vierteaguas","€21.68"
"02/09/2025 11:47:38","Ingreso","Factura Proyecto","Fase 3 final de Santa Brígida","€1,680.00"
"02/09/2025 11:49:37","Ingreso","Comisiones","Comisión Duda final","€400.00"
"02/09/2025 11:50:09","Ingreso","Comisiones","Comisión Pavimento Miguel Santa Brígida 1","€365.00"
"05/09/2025 22:18:47","Ingreso","Factura Proyecto","Parte dos tienda","€824.75"
"17/09/2025 22:21:07","Ingreso","Comisiones","Miguel de pavimento Santa Brígida","€360.00"
"18/09/2025 22:21:31","Ingreso","Factura Proyecto","Parte final reforma Alejandro plato ducha","€487.15"
"18/09/2025 14:07:56","Ingreso","Factura Proyecto","Resto factura Alejandro","€487.15"
"18/09/2025 14:08:49","Ingreso","Comisiones","Comisión Duda tienda","€240.00"
